AgeBand,Gender,City,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,Transaction Amount,Account Balance After Transaction,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Credit Card Balance
25-34,Male,New York,Savings,5199.59,4/14/2000,12/18/2023,3383.96,8583.55,12759,Auto,9.15,12,Approved,MasterCard,2721.22,1705.09
65+,Male,San Diego,Current,8223.31,04/11/2010,11/26/2023,4476.71,12700.02,17134.31,Auto,8.79,36,Approved,AMEX,1515.24,4361.77
18-24,Female,Tucson,Savings,4568.81,10/21/2013,12/27/2023,1585.55,6154.36,16122.2,Personal,5.92,36,Closed,Visa,9514.46,2830.52
45-54,Other,Nashville,Savings,9916.22,1/18/2011,6/25/2023,3124.51,13040.73,33302.67,Personal,8.67,60,Closed,Visa,4679.25,900.89
25-34,Other,Las Vegas,Savings,6436.29,04/01/2014,9/29/2023,2839.52,9275.81,28560.09,Auto,1.51,12,Approved,Visa,7738.57,3631.96
55-64,Female,Boston,Savings,1643.88,1/21/2005,2/18/2023,4923.13,6567.01,24105.69,Personal,5.15,24,Closed,MasterCard,2228.86,321.15
18-24,Female,Denver,Savings,163.67,1/16/2007,12/20/2023,4391.6,-4227.93,33731.23,Personal,2.6,12,Approved,AMEX,6617.69,4467.49
18-24,Other,Memphis,Current,9296.11,1/26/2019,04/11/2023,834.3,10130.41,24712.01,Personal,8.54,12,Closed,Visa,1225.3,2730.63
55-64,Other,Jacksonville,Current,6899.33,09/10/2002,03/04/2023,303.88,7203.21,40981.91,Mortgage,9.74,12,Closed,MasterCard,4801.18,4902.37
55-64,Male,Fort Worth,Savings,1152.28,8/13/2017,11/08/2023,2237.55,3389.83,21101.91,Mortgage,9.38,12,Approved,MasterCard,3209.28,1382.04
45-54,Male,Tucson,Current,7460.52,9/30/2017,12/20/2023,2732.12,10192.64,44639.77,Mortgage,5.53,36,Approved,AMEX,4018.44,551.97
18-24,Male,San Antonio,Current,2348.77,09/03/2012,12/30/2023,3951.43,-1602.66,6861.87,Auto,5.6,60,Closed,MasterCard,6617.52,2449.5
18-24,Other,San Francisco,Savings,8111.38,9/21/2012,11/29/2023,807.04,8918.42,5603.46,Mortgage,9.17,24,Closed,MasterCard,4193.46,2738.27
25-34,Female,Jacksonville,Savings,6138.23,8/23/2020,02/06/2023,4600.44,10738.67,33129.37,Personal,7.5,48,Approved,AMEX,3224.86,3765.4
65+,Male,Milwaukee,Current,1324.23,05/06/2000,7/26/2023,2862.22,4186.45,20095.59,Auto,1.67,36,Closed,MasterCard,7431.92,3004.91
45-54,Female,Philadelphia,Current,802.4,10/23/2004,08/10/2023,4215.31,-3412.91,23330,Auto,2.16,36,Rejected,MasterCard,5877.85,2010.61
65+,Other,San Francisco,Current,4714.57,3/26/2020,08/11/2023,4184.02,530.55,35104.91,Personal,9.57,24,Rejected,MasterCard,6645.72,931.11
35-44,Male,Atlanta,Savings,9375.25,3/19/2006,12/15/2023,4759.8,4615.45,11512.43,Personal,4.29,24,Rejected,Visa,4441.48,4440.37
45-54,Other,Seattle,Savings,5689.86,06/02/2004,12/20/2023,3297.09,8986.95,3152.47,Mortgage,2.69,60,Approved,Visa,3300.15,1563.28
45-54,Female,Detroit,Current,7615.18,04/08/2000,02/01/2023,3921.29,3693.89,22505.57,Personal,7.62,48,Approved,MasterCard,3246.9,1067.2
25-34,Male,Indianapolis,Savings,4747.79,2/15/2004,12/30/2023,4104.43,643.36,44841.54,Mortgage,8.92,36,Rejected,MasterCard,9930.58,1321.24
55-64,Female,San Diego,Current,3902.4,07/07/2009,5/31/2023,2345.91,1556.49,23086.16,Auto,2.86,60,Closed,MasterCard,6994.01,2731.06
35-44,Female,Las Vegas,Savings,8239.85,12/01/2008,3/15/2023,2167.08,6072.77,29026.25,Mortgage,3.26,36,Closed,AMEX,1899.56,68.51
45-54,Male,San Jose,Savings,4687.53,01/10/2001,3/13/2023,4733.61,9421.14,11210.04,Auto,9.1,60,Approved,Visa,6789.46,3877.67
65+,Male,Memphis,Savings,1501.27,07/06/2009,10/04/2023,344.19,1157.08,23739.62,Auto,1.12,60,Approved,MasterCard,1929.2,3961.02
35-44,Other,Albuquerque,Current,2817.75,8/23/2000,7/22/2023,4765.19,-1947.44,24552.07,Mortgage,9.17,48,Approved,AMEX,3696.26,4378.42
25-34,Male,Las Vegas,Savings,5657.7,01/05/2013,4/13/2023,2896.63,8554.33,12521.92,Auto,1.35,12,Rejected,AMEX,8609.54,4085.28
45-54,Male,Indianapolis,Savings,4085.51,5/26/2011,6/24/2023,1480.46,5565.97,9026.04,Personal,1.86,36,Rejected,MasterCard,9229.22,440.68
25-34,Male,Austin,Savings,3727.29,6/21/2019,7/30/2023,2790.44,936.85,18162.63,Auto,8.76,60,Rejected,Visa,8740.17,2648.75
65+,Male,Albuquerque,Savings,6720.77,05/02/2022,09/10/2023,3192.58,9913.35,2904.41,Mortgage,3.24,60,Approved,AMEX,5989.35,839.93
18-24,Male,Philadelphia,Savings,6399.57,1/29/2021,12/20/2023,562.82,5836.75,9156.14,Auto,3.02,24,Rejected,MasterCard,5078.02,521.65
35-44,Other,Sacramento,Current,3208.86,06/02/2018,11/14/2023,3352.92,6561.78,36836.32,Mortgage,8.6,12,Closed,MasterCard,3211.32,18.44
45-54,Female,Tucson,Savings,3658.32,2/22/2000,10/21/2023,4513.87,8172.19,32807.56,Mortgage,5.88,24,Rejected,Visa,8183.22,152.88
25-34,Other,Seattle,Savings,7545.46,9/30/2014,12/20/2023,4856.76,12402.22,16326.26,Mortgage,4.16,12,Approved,Visa,6605.21,1760.92
35-44,Female,Atlanta,Current,9220.75,6/30/2008,06/03/2023,3002.95,12223.7,28006.94,Auto,7.43,48,Rejected,MasterCard,5765.55,91.29
35-44,Male,San Jose,Savings,3309.73,07/09/2000,10/23/2023,1641.95,4951.68,41639.86,Personal,8.29,48,Rejected,AMEX,3330.9,2141.82
45-54,Other,Jacksonville,Savings,2989.59,2/19/2020,5/24/2023,2821.73,167.86,42118.09,Auto,8.76,24,Closed,Visa,3792.72,662.9
25-34,Female,Atlanta,Savings,2726.27,07/04/2009,1/19/2023,24.21,2750.48,33064.47,Mortgage,2.07,24,Rejected,MasterCard,3206.69,4121.36
65+,Female,Detroit,Savings,1500.92,06/09/2014,1/29/2023,4597,6097.92,7078.62,Mortgage,6.24,12,Rejected,Visa,6740.5,1910.3
55-64,Male,San Francisco,Current,3834.02,9/29/2005,12/31/2023,3925.35,7759.37,8982.11,Auto,7.1,12,Approved,AMEX,6503.04,3197.77
55-64,Male,New York,Savings,5208.46,1/29/2007,07/08/2023,840.53,6048.99,15291.99,Mortgage,2.05,24,Closed,Visa,2542.35,2362.82
45-54,Female,Boston,Savings,5420.59,3/26/2001,6/13/2023,3050.74,8471.33,33865.02,Mortgage,6.49,24,Closed,AMEX,3987.49,2287.36
25-34,Other,Fresno,Savings,6941.2,2/16/2012,12/07/2023,112.8,7054,13642.19,Mortgage,1.29,60,Rejected,AMEX,1153.16,2369.3
25-34,Female,Colorado Springs,Savings,620.26,4/26/2001,9/23/2023,1088.05,1708.31,23757.19,Auto,4.07,36,Closed,MasterCard,2599.47,1396.54
65+,Other,Jacksonville,Current,5657.95,08/04/2006,6/24/2023,858.36,6516.31,41450.76,Auto,2.55,24,Approved,MasterCard,5757.66,618.45
65+,Other,Oklahoma City,Savings,2624.39,9/22/2012,6/21/2023,789.19,1835.2,44696.91,Personal,6.05,12,Closed,AMEX,4397.72,4421.23
55-64,Female,San Antonio,Savings,2467.32,3/16/2000,4/26/2023,2764.99,-297.67,42088.72,Personal,2.72,60,Rejected,MasterCard,6285.21,3770.72
35-44,Other,Indianapolis,Current,7918.29,12/31/2003,12/30/2023,4822.49,3095.8,6705.5,Auto,8.1,48,Rejected,AMEX,4790.58,1253.87
45-54,Female,Atlanta,Savings,1619.42,7/20/2021,09/08/2023,660.38,959.04,45626.95,Mortgage,2.09,48,Rejected,MasterCard,1842.52,83.35
55-64,Female,Memphis,Current,3358.09,7/15/2020,01/07/2023,4365.35,7723.44,34522.8,Mortgage,7.82,48,Approved,AMEX,6999.42,2643.87
25-34,Male,Fort Worth,Savings,6412.62,6/21/2005,7/16/2023,420.46,5992.16,31320.54,Mortgage,1.89,60,Approved,AMEX,9503.3,447.96
18-24,Female,San Francisco,Current,6464.45,02/03/2007,10/02/2023,423.38,6041.07,13129.71,Auto,4.98,24,Closed,MasterCard,3460.86,3555.31
18-24,Female,Oklahoma City,Current,576.07,10/11/2013,02/02/2023,3144.11,3720.18,46483.17,Auto,7.29,36,Rejected,MasterCard,2868.3,1531.4
35-44,Male,Detroit,Current,818.33,12/21/2022,06/01/2023,2876.78,-2058.45,1850.69,Auto,2.45,48,Approved,MasterCard,8542.55,2939.27
35-44,Male,Denver,Current,6588.1,01/02/2003,1/23/2023,1727.7,8315.8,5027.11,Mortgage,7.77,24,Approved,Visa,3438.97,2198.1
18-24,Other,Fort Worth,Savings,9536.2,7/26/2009,09/12/2023,2671.61,6864.59,8530.05,Mortgage,9.58,48,Closed,MasterCard,4401.25,446.61
65+,Other,Nashville,Savings,9985.18,11/09/2010,3/27/2023,3777.03,6208.15,35013.08,Mortgage,4.36,48,Rejected,AMEX,2999.69,4891.25
18-24,Male,Fresno,Current,9872.39,11/11/2005,12/22/2023,3868.74,6003.65,31520.01,Auto,1,48,Closed,MasterCard,6657.54,6.23
18-24,Male,San Antonio,Current,3580.64,3/22/2019,6/30/2023,69.8,3510.84,47289.21,Mortgage,5.29,12,Rejected,AMEX,5050.59,4664.5
35-44,Male,Sacramento,Current,2493.92,10/21/2017,5/29/2023,399.64,2094.28,18100.1,Auto,9.12,60,Rejected,MasterCard,4329.09,3491.16
35-44,Female,Charlotte,Savings,1076.63,02/01/2020,12/04/2023,27.12,1103.75,18033.22,Auto,6.99,60,Closed,AMEX,3346.75,2740.83
25-34,Female,New York,Current,3325.69,08/04/2007,04/12/2023,88.05,3237.64,33807.17,Mortgage,7.33,12,Approved,AMEX,9591.59,4142.07
45-54,Female,Detroit,Savings,2840.85,11/13/2000,04/01/2023,4199.8,-1358.95,9533.7,Personal,8.13,48,Rejected,Visa,1768.88,142.97
25-34,Male,Sacramento,Savings,5810.28,9/28/2000,02/06/2023,426.93,6237.21,23738.09,Auto,9.17,60,Rejected,Visa,3469.43,685.61
18-24,Other,Boston,Current,3750.98,9/29/2003,2/18/2023,3557.92,193.06,1756.23,Auto,2.12,60,Approved,AMEX,4112.67,2997.59
25-34,Other,Charlotte,Current,2392.15,3/23/2019,02/08/2023,4900.36,-2508.21,30009.94,Mortgage,6.31,60,Approved,AMEX,8358.83,2662.8
18-24,Female,Washington,Savings,6164.19,11/07/2019,1/30/2023,4106.34,2057.85,39415.53,Personal,9.01,48,Closed,AMEX,9565.58,2747.96
55-64,Female,Philadelphia,Current,3298.37,1/24/2009,02/12/2023,341.32,3639.69,10983.96,Personal,7.98,48,Approved,MasterCard,1069.4,4268.54
45-54,Male,Charlotte,Current,3601.04,12/28/2002,7/25/2023,4470.46,-869.42,16051.36,Mortgage,3.24,60,Approved,MasterCard,9638.81,3330.93
25-34,Male,Las Vegas,Savings,6024.56,05/12/2010,8/14/2023,4791.26,10815.82,7460.13,Personal,8.87,36,Closed,MasterCard,9658,1769.34
35-44,Other,Nashville,Current,1270.36,02/07/2018,02/01/2023,3534.8,4805.16,31168.05,Mortgage,3.65,24,Closed,AMEX,9202.12,3037.38
18-24,Other,San Antonio,Current,7765.07,10/28/2007,05/06/2023,3085.39,10850.46,28637.01,Mortgage,4.7,24,Closed,AMEX,9276.91,3482.6
55-64,Male,Memphis,Savings,9657.8,4/28/2005,04/05/2023,3012.96,12670.76,41493.41,Personal,2.67,48,Rejected,MasterCard,8223.41,965.94
18-24,Other,Albuquerque,Current,4959.18,11/11/2007,01/02/2023,4103.06,856.12,48546.84,Auto,8.97,36,Rejected,Visa,3701.45,132.3
25-34,Other,Albuquerque,Current,5642.6,1/30/2018,10/30/2023,2771.73,8414.33,49198.54,Personal,1.84,36,Rejected,Visa,8211.96,2519.02
45-54,Female,Phoenix,Savings,3907.97,11/30/2020,04/09/2023,1675.56,2232.41,6251.22,Auto,9.95,36,Approved,Visa,5401.84,3375.19
25-34,Male,Houston,Current,9571.51,11/08/2005,1/23/2023,4852.47,14423.98,28103.69,Auto,3.96,12,Approved,Visa,5864.62,4343.52
65+,Male,Washington,Savings,1416.15,12/29/2018,12/07/2023,251.81,1667.96,39693.08,Auto,7.4,12,Closed,Visa,1206.38,2910.37
65+,Male,Seattle,Current,8153.87,9/28/2016,08/06/2023,3330.09,4823.78,33290.17,Personal,2.16,60,Closed,Visa,5276.4,2935.76
18-24,Female,Sacramento,Savings,6539.22,2/26/2009,08/10/2023,2932.28,9471.5,44952.35,Auto,5.39,36,Rejected,Visa,3437.86,2532.48
35-44,Male,San Francisco,Savings,7935.81,1/30/2021,10/24/2023,3199.36,4736.45,22644.24,Mortgage,1.36,24,Rejected,Visa,4036.72,4623.22
55-64,Other,Las Vegas,Current,9509.55,7/28/2019,10/25/2023,3214.61,12724.16,21927.76,Mortgage,8.91,12,Approved,MasterCard,5279.11,4296.29
65+,Female,Los Angeles,Savings,5011.91,01/11/2021,3/13/2023,626.41,4385.5,2279.51,Auto,5.02,48,Rejected,AMEX,7191.1,2540.7
45-54,Female,San Jose,Current,2954.47,10/30/2012,6/16/2023,676.22,2278.25,1766.84,Personal,7.68,48,Closed,MasterCard,1682.65,3383.57
35-44,Male,Charlotte,Savings,7817.17,05/05/2018,8/13/2023,346.19,8163.36,34939.65,Auto,9.05,36,Rejected,AMEX,6440.71,3261.84
35-44,Other,Phoenix,Current,8461.25,3/15/2007,5/18/2023,4692.53,3768.72,24101.84,Mortgage,1.62,60,Closed,AMEX,3703.34,1239.24
45-54,Male,Chicago,Savings,6893.93,09/01/2021,7/29/2023,3053.42,9947.35,33351.31,Mortgage,5.6,36,Rejected,AMEX,8444.18,1187.37
18-24,Other,Atlanta,Savings,8505.12,08/11/2000,4/22/2023,394.78,8899.9,12672.89,Auto,2.71,48,Closed,Visa,9046.5,4995.4
35-44,Male,Atlanta,Current,7330.24,03/01/2004,8/16/2023,2173.95,5156.29,43291.52,Personal,1.62,48,Closed,AMEX,1896.78,4113.46
25-34,Other,Atlanta,Current,9578.98,07/12/2004,8/21/2023,1803.02,7775.96,45240.36,Mortgage,6.6,60,Closed,MasterCard,8872.81,3730.98
35-44,Other,Chicago,Savings,5749.74,7/23/2016,2/19/2023,749.54,6499.28,33452.54,Personal,2.03,12,Approved,AMEX,5870.74,4623.13
55-64,Other,Sacramento,Savings,3866.69,1/31/2014,11/27/2023,4111.87,7978.56,14612.27,Mortgage,5.43,60,Approved,MasterCard,2474.65,3645.14
18-24,Female,El Paso,Savings,6837.15,1/24/2013,8/24/2023,3880.27,2956.88,11591.64,Mortgage,2.77,24,Approved,MasterCard,1085.23,4017.28
45-54,Male,Louisville,Savings,784.23,04/08/2017,9/14/2023,2325.73,-1541.5,31649.49,Auto,2.78,48,Closed,MasterCard,6440.7,1441.25
25-34,Male,Baltimore,Savings,5034.07,01/06/2002,7/19/2023,2617.11,2416.96,47098.12,Mortgage,5.71,24,Rejected,Visa,5788.51,2539.47
18-24,Male,Seattle,Savings,7756.67,10/29/2022,7/16/2023,2187.79,9944.46,29327.51,Auto,6,48,Approved,Visa,7441.04,2136.84
25-34,Female,Mesa,Savings,1772.74,02/08/2019,01/01/2023,2759.59,4532.33,42125.94,Mortgage,1.03,48,Rejected,Visa,5561.03,1629.71
65+,Other,Tucson,Savings,4064.03,10/30/2002,10/10/2023,3665.49,398.54,28704.87,Mortgage,5.51,36,Approved,MasterCard,1200.19,3709.38
35-44,Female,Detroit,Current,3567.84,3/30/2018,12/31/2023,4381.09,7948.93,34055.46,Personal,7.03,48,Rejected,MasterCard,4893.76,2288.95
35-44,Female,Omaha,Current,3416.19,3/31/2006,07/08/2023,2965.68,450.51,28821.06,Auto,7.11,48,Rejected,MasterCard,8570.09,4575.75
55-64,Other,San Francisco,Current,6541.2,2/13/2020,05/05/2023,637.73,5903.47,29192.82,Personal,8.65,48,Closed,MasterCard,4443.56,1997.57
55-64,Male,Omaha,Current,5025.21,07/08/2016,6/25/2023,3862.56,8887.77,37223.25,Auto,9.06,48,Approved,MasterCard,3359.83,2192.34
25-34,Female,San Antonio,Savings,7993.42,8/24/2012,10/06/2023,1867.67,9861.09,20415.98,Personal,6.61,36,Closed,MasterCard,3620.38,4452.29
55-64,Other,San Diego,Savings,672.71,07/10/2013,12/31/2023,3153.09,3825.8,45295.89,Mortgage,5.34,36,Closed,MasterCard,1947.59,147.79
35-44,Other,Milwaukee,Current,4593.7,9/26/2017,5/19/2023,1000.96,5594.66,43311.15,Auto,2.84,24,Rejected,Visa,4452.79,2586.49
25-34,Male,Fort Worth,Savings,238.59,5/28/2001,12/22/2023,825.41,-586.82,36540.4,Auto,2.14,24,Rejected,AMEX,8007.55,1245.62
45-54,Other,Milwaukee,Savings,2286.51,07/02/2022,04/12/2023,272.84,2559.35,37427.88,Auto,6.48,24,Rejected,MasterCard,1540.98,2146.65
45-54,Other,Denver,Current,7776.22,10/26/2001,10/14/2023,1579.13,9355.35,21248.8,Mortgage,9.52,60,Closed,Visa,9250.55,3341.74
45-54,Other,Jacksonville,Current,1149.9,12/27/2005,11/07/2023,2989.75,-1839.85,41793.8,Mortgage,3.5,36,Approved,Visa,5058.28,3097.76
35-44,Male,Colorado Springs,Current,1145.23,12/12/2015,11/14/2023,1600.69,2745.92,46697.87,Auto,1.9,36,Closed,MasterCard,6913.84,1703.81
35-44,Male,Fort Worth,Savings,4074.24,1/29/2017,5/27/2023,1211.99,5286.23,39962.28,Personal,4.81,12,Approved,Visa,4358.96,1591.68
65+,Other,Oklahoma City,Savings,7791.72,04/12/2017,12/18/2023,4974.38,12766.1,7518.12,Personal,1,12,Closed,MasterCard,3400.82,1833.1
25-34,Other,Atlanta,Current,6416.43,3/20/2004,10/23/2023,4994.22,11410.65,39544.47,Mortgage,5.98,12,Closed,AMEX,1849.47,3696.49
25-34,Male,San Antonio,Current,7839.38,3/16/2007,12/24/2023,3028.69,4810.69,23764,Mortgage,1.45,24,Closed,Visa,5243.88,2232.27
45-54,Male,Columbus,Current,590.53,08/06/2019,9/30/2023,1624.72,-1034.19,30826.28,Personal,9.38,48,Closed,Visa,4769.89,728.76
55-64,Male,Austin,Current,5680.88,6/16/2005,12/21/2023,4309.53,1371.35,49566.84,Personal,8.83,60,Approved,AMEX,6150.89,4589.87
35-44,Female,San Antonio,Savings,4587.6,12/04/2001,01/12/2023,3686.58,901.02,18608.39,Mortgage,2.03,36,Rejected,AMEX,4616.87,1713.95
35-44,Male,Memphis,Current,8970.61,03/05/2018,5/23/2023,3083.53,12054.14,18077.89,Personal,2.32,24,Closed,AMEX,5029.22,2283.88
45-54,Other,Jacksonville,Savings,7399.66,12/20/2000,6/16/2023,4542.19,2857.47,13893.52,Personal,9.58,60,Rejected,Visa,8093.87,2539.49
25-34,Male,Memphis,Current,4300.98,6/30/2001,9/26/2023,2232.11,6533.09,7229.03,Personal,8.32,36,Approved,AMEX,2141.95,3578.49
25-34,Other,Dallas,Savings,5583.11,1/23/2014,04/04/2023,1284.73,6867.84,9240.51,Mortgage,9.48,60,Rejected,MasterCard,4669.63,1427.51
45-54,Other,Mesa,Savings,4305.85,4/19/2000,4/16/2023,4835.55,9141.4,26199.18,Personal,4.01,60,Rejected,MasterCard,2256.08,3854.9
18-24,Other,Jacksonville,Current,4467.35,02/07/2004,10/02/2023,4302.62,164.73,45580.19,Auto,2,36,Closed,Visa,9435.83,14.52
18-24,Male,Denver,Savings,6377.42,1/19/2010,7/20/2023,4561.21,10938.63,40685.06,Mortgage,6.54,60,Closed,MasterCard,8460.02,3705.85
65+,Male,Milwaukee,Current,2243.69,11/14/2018,11/09/2023,4591.85,-2348.16,9942.11,Auto,9.7,12,Closed,AMEX,8622.75,839.53
45-54,Male,San Francisco,Current,3398.52,10/09/2021,04/02/2023,1919.24,5317.76,28522.82,Auto,2.17,12,Rejected,MasterCard,2234.04,927.59
45-54,Male,Dallas,Current,2863.67,04/10/2001,8/24/2023,4305.43,-1441.76,42499.31,Personal,8.37,60,Rejected,AMEX,8877.97,2707.53
25-34,Male,Tucson,Savings,8027.94,6/25/2000,03/01/2023,4447.5,3580.44,27435.16,Auto,4.24,24,Closed,Visa,2288.73,1537.18
45-54,Female,Fresno,Current,9425.24,1/18/2016,8/23/2023,2742.46,6682.78,45660.17,Mortgage,2.04,48,Rejected,AMEX,5193.84,694.41
65+,Male,Las Vegas,Savings,4201.58,9/26/2014,07/03/2023,3130.04,1071.54,45486.36,Mortgage,5.13,36,Approved,MasterCard,1900.5,908.09
55-64,Female,Dallas,Current,863.3,01/06/2008,12/26/2023,2891.71,3755.01,18063.96,Mortgage,5.4,24,Closed,AMEX,9371.04,4542.94
35-44,Other,San Antonio,Savings,1026.15,11/04/2013,8/21/2023,89.98,936.17,43822.55,Mortgage,1.08,48,Rejected,Visa,9853.83,3538.32
45-54,Other,Indianapolis,Current,4055.93,1/22/2004,05/07/2023,2682.31,1373.62,29670.67,Personal,5.27,36,Approved,AMEX,4809.45,774.19
18-24,Other,Denver,Current,4010.35,7/19/2017,04/11/2023,198.81,3811.54,24512.47,Mortgage,6.83,48,Approved,MasterCard,9543.85,4026.53
25-34,Other,Colorado Springs,Savings,1546.95,10/20/2019,5/15/2023,2260.86,3807.81,38939,Auto,7.88,36,Approved,Visa,1835.52,4784.92
45-54,Female,Philadelphia,Savings,8090.52,03/02/2001,8/21/2023,237.97,8328.49,39691.22,Personal,1.89,12,Approved,MasterCard,9195.88,511.18
65+,Female,Austin,Savings,5051.33,03/07/2004,03/09/2023,2282.23,2769.1,34095.7,Mortgage,8.89,24,Approved,MasterCard,4099.28,3549.61
25-34,Other,Fort Worth,Current,1179.69,5/17/2014,3/28/2023,1530.7,-351.01,40733.79,Auto,2.51,48,Closed,MasterCard,7009.69,1348.28
55-64,Male,San Jose,Savings,1077.33,4/18/2016,8/24/2023,3871.89,4949.22,47619.77,Auto,6.92,12,Approved,AMEX,4219.86,2684.66
35-44,Other,Fort Worth,Savings,4515.05,8/26/2007,4/18/2023,2400.71,6915.76,43781.29,Mortgage,5.97,24,Rejected,MasterCard,6390.24,1145.04
45-54,Other,Nashville,Savings,1256.68,3/27/2000,5/17/2023,2565.35,-1308.67,4638.41,Mortgage,8.92,60,Rejected,Visa,3063.31,713.37
65+,Female,Jacksonville,Savings,5655.84,10/07/2009,9/22/2023,4519.39,10175.23,42651.42,Auto,1.35,24,Approved,Visa,6625.26,2757.19
25-34,Other,Oklahoma City,Current,3911.65,05/04/2016,11/29/2023,2416.67,6328.32,39294.86,Auto,2.72,24,Approved,MasterCard,5581.53,4157.96
25-34,Female,Mesa,Savings,9204.78,3/24/2018,03/04/2023,790.29,8414.49,46410.33,Mortgage,2.1,12,Closed,AMEX,4260.7,4828.33
65+,Female,Louisville,Savings,4247.21,04/04/2017,8/18/2023,571.76,3675.45,37238.88,Auto,3.95,12,Approved,AMEX,4952.72,4045.99
35-44,Other,Las Vegas,Current,6182.86,9/30/2021,8/26/2023,1536.05,7718.91,44014.82,Mortgage,4.05,48,Rejected,Visa,5493.56,1301.26
55-64,Male,Phoenix,Current,8132.41,9/15/2012,12/15/2023,1334.23,6798.18,1500.72,Personal,1.8,48,Closed,AMEX,4743.82,3187.72
45-54,Female,Atlanta,Current,3098.47,10/29/2015,09/04/2023,4094.29,-995.82,48912.46,Personal,5.63,60,Rejected,Visa,1627.95,683.76
35-44,Female,Fort Worth,Savings,5167.7,06/11/2015,06/08/2023,3796.83,8964.53,10354.41,Mortgage,2.05,12,Approved,MasterCard,8087.08,2063.11
55-64,Female,Sacramento,Savings,1297.31,12/05/2016,02/07/2023,302.53,1599.84,43347.25,Mortgage,1.67,12,Approved,MasterCard,6978.85,743.9
35-44,Other,Omaha,Savings,4384.42,9/20/2021,09/01/2023,1012.99,5397.41,46550.92,Mortgage,1.3,24,Rejected,AMEX,7130.33,3856.47
35-44,Other,Los Angeles,Savings,3820.63,05/05/2001,01/07/2023,2249.64,1570.99,1108.95,Auto,9.36,24,Closed,Visa,1463.26,748.35
45-54,Female,Colorado Springs,Savings,4339.07,12/03/2010,12/26/2023,445.12,3893.95,45770.23,Auto,4.57,60,Closed,Visa,7955.32,3709.35
25-34,Male,Dallas,Current,1163.36,6/30/2009,3/18/2023,839.43,2002.79,41631.38,Personal,3.55,24,Closed,Visa,7983.33,508.42
18-24,Other,Washington,Savings,4044.17,11/14/2002,9/14/2023,4543.14,8587.31,46198.22,Mortgage,5.34,24,Closed,Visa,8151.53,2721.2
35-44,Male,Phoenix,Savings,8715.64,7/17/2000,02/06/2023,2710.57,6005.07,9667.23,Mortgage,2.42,48,Closed,AMEX,6531.82,1034.26
45-54,Male,Fort Worth,Savings,9376.85,04/04/2001,12/16/2023,3985.26,5391.59,39094.61,Mortgage,4.66,60,Closed,Visa,5630.36,745.37
25-34,Other,New York,Savings,2493.1,2/17/2007,03/07/2023,1659.44,4152.54,24886.81,Auto,2.71,48,Approved,Visa,8854.52,2188.29
45-54,Female,Washington,Savings,3074.96,12/24/2018,04/10/2023,1880.2,4955.16,13626.76,Mortgage,3.74,60,Closed,Visa,6242.09,4818.08
25-34,Male,Kansas City,Savings,194.61,06/07/2020,11/28/2023,4293.18,-4098.57,38052.4,Auto,9.32,48,Rejected,Visa,1835.35,435.78
35-44,Female,Denver,Current,1244.25,12/14/2014,9/18/2023,3289.33,-2045.08,24189.41,Personal,2.34,48,Approved,MasterCard,4136.36,2220.06
25-34,Male,Indianapolis,Current,3516.68,10/12/2012,11/08/2023,3395.12,6911.8,45094.35,Mortgage,5.26,60,Rejected,MasterCard,7418.42,462.97
35-44,Female,Milwaukee,Current,6882.58,7/17/2003,02/11/2023,3198.31,3684.27,35825.84,Mortgage,6.95,24,Closed,Visa,4699.71,1218.21
65+,Other,Chicago,Current,2992.82,4/13/2003,2/18/2023,2710.26,5703.08,7818.12,Auto,9.26,36,Closed,MasterCard,8202.4,1360.72
35-44,Male,El Paso,Current,846.43,9/16/2013,10/29/2023,4955.74,-4109.31,13287.41,Mortgage,9.31,12,Approved,AMEX,5205.25,2534.73
55-64,Male,Seattle,Current,7335.59,07/05/2013,03/12/2023,4472.1,2863.49,13962.14,Auto,3.23,60,Closed,Visa,4467.63,3911.47
25-34,Male,Detroit,Savings,4720.98,12/21/2018,09/03/2023,3557.41,8278.39,17858.45,Mortgage,9.49,36,Approved,AMEX,4144.21,1672.75
35-44,Female,San Jose,Savings,5240.05,3/27/2006,01/02/2023,3394.01,1846.04,33656.07,Personal,3.98,48,Approved,AMEX,3834.61,3901.13
45-54,Male,Seattle,Current,3327.65,03/05/2017,11/19/2023,430.48,3758.13,44822.3,Mortgage,9.05,24,Closed,MasterCard,5314.01,80.86
45-54,Male,Chicago,Current,6169.14,11/18/2022,03/03/2023,2431.07,8600.21,30091.31,Auto,1.84,48,Approved,MasterCard,6393.03,277.75
35-44,Female,El Paso,Savings,8918.72,4/21/2020,12/02/2023,2485.07,6433.65,37838.28,Mortgage,2.79,60,Approved,MasterCard,9323.16,847.41
45-54,Female,Chicago,Savings,5582.21,8/18/2004,1/27/2023,269.18,5851.39,16519.91,Auto,1.71,36,Rejected,Visa,7585.99,2238.91
55-64,Other,Boston,Current,5916.41,10/06/2014,12/08/2023,3780.45,2135.96,26600.78,Mortgage,3.69,48,Rejected,AMEX,2903.04,1839.18
